season,file_episode,title,duration_seconds,subtitle_available,path,filename,inspection_error
2,38,Mr,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E38.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E38.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,39,Double Babysitter,438.09,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E39.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E39.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,40,Bad Mood,438.09,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E40.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E40.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,41,Octopus,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E41.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E41.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,42,Bin Night,438.09,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E42.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E42.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,43,Muffin Cone,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E43.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E43.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,44,Duck Cake,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E44.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E44.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,45,,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E45.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E45.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,46,Road Trip,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E46.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E46.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,47,Ice Cream,438.09,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E47.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E47.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,48,Dunny,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E48.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E48.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,49,Typewriter,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E49.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E49.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,50,Baby Race,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E50.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E50.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,51,Christmas Swim,438.09,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E51.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E51.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
2,52,Easter,440.01,True,S:\Shows\Bluey\Bluey.S02.COMPLETE.720p.DSNP.WEBRip.x264-GalaxyTV[TGx]\Bluey.S02E52.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,Bluey.S02E52.720p.DSNP.WEBRip.x264-GalaxyTV.mkv,
3,1,Perfect,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E01.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E01.720p.WEBRip.x264-GalaxyTV.mkv,
3,2,Bedroom,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E02.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E02.720p.WEBRip.x264-GalaxyTV.mkv,
3,3,Obstacle Course,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E03.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E03.720p.WEBRip.x264-GalaxyTV.mkv,
3,4,Promises,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E04.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E04.720p.WEBRip.x264-GalaxyTV.mkv,
3,5,Omelet,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E05.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E05.720p.WEBRip.x264-GalaxyTV.mkv,
3,6,Born Yesterday,438.03,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E06.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E06.720p.WEBRip.x264-GalaxyTV.mkv,
3,7,Mini Bluey,435.37,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E07.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E07.720p.WEBRip.x264-GalaxyTV.mkv,
3,8,,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E08.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E08.720p.WEBRip.x264-GalaxyTV.mkv,
3,9,Curry Quest,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E09.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E09.720p.WEBRip.x264-GalaxyTV.mkv,
3,10,Magic,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E10.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E10.720p.WEBRip.x264-GalaxyTV.mkv,
3,11,Chest,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E11.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E11.720p.WEBRip.x264-GalaxyTV.mkv,
3,12,Sheepdog,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E12.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E12.720p.WEBRip.x264-GalaxyTV.mkv,
3,13,Housework,422.09,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E13.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E13.720p.WEBRip.x264-GalaxyTV.mkv,
3,14,Pass The Parcel,502.57,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E14.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E14.720p.WEBRip.x264-GalaxyTV.mkv,
3,15,Explorers,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E15.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E15.720p.WEBRip.x264-GalaxyTV.mkv,
3,16,Phones,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E16.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E16.720p.WEBRip.x264-GalaxyTV.mkv,
3,17,Pavlova,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E17.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E17.720p.WEBRip.x264-GalaxyTV.mkv,
3,18,,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E18.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E18.720p.WEBRip.x264-GalaxyTV.mkv,
3,19,Pizza Girls,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E19.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E19.720p.WEBRip.x264-GalaxyTV.mkv,
3,20,Driving,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E20.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E20.720p.WEBRip.x264-GalaxyTV.mkv,
3,21,Tina,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E21.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E21.720p.WEBRip.x264-GalaxyTV.mkv,
3,22,Whale Watching,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E22.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E22.720p.WEBRip.x264-GalaxyTV.mkv,
3,23,Family Meeting,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E23.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E23.720p.WEBRip.x264-GalaxyTV.mkv,
3,24,Faceytalk,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E24.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E24.720p.WEBRip.x264-GalaxyTV.mkv,
3,25,Ragdoll,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E25.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E25.720p.WEBRip.x264-GalaxyTV.mkv,
3,26,Fairytale,440.01,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E26.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E26.720p.WEBRip.x264-GalaxyTV.mkv,
3,27,Musical Statues,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E27.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E27.720p.WEBRip.x264-GalaxyTV.mkv,
3,28,Stories,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E28.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E28.720p.WEBRip.x264-GalaxyTV.mkv,
3,29,,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E29.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E29.720p.WEBRip.x264-GalaxyTV.mkv,
3,30,Turtleboy,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E30.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E30.720p.WEBRip.x264-GalaxyTV.mkv,
3,31,Onesies,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E31.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E31.720p.WEBRip.x264-GalaxyTV.mkv,
3,32,Tradies,480.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E32.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E32.720p.WEBRip.x264-GalaxyTV.mkv,
3,33,Granny Mobile,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E33.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E33.720p.WEBRip.x264-GalaxyTV.mkv,
3,34,Space,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E34.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E34.720p.WEBRip.x264-GalaxyTV.mkv,
3,35,Smoochy Kiss,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E35.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E35.720p.WEBRip.x264-GalaxyTV.mkv,
3,36,Dirt,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E36.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E36.720p.WEBRip.x264-GalaxyTV.mkv,
3,37,The Decider,420.13,True,S:\Shows\Bluey\Bluey.S03.COMPLETE.720p.WEBRip.x264-GalaxyTV[TGx]\Bluey.S03E37.720p.WEBRip.x264-GalaxyTV.mkv,Bluey.S03E37.720p.WEBRip.x264-GalaxyTV.mkv,
